location_id,latitude,longitude,zone_area_km2,pvout_level1_area_km2,pvout_level1_data_area_km2,pvout_level1_mean,pvout_level1_twh_per_mw_km2,pvout_level1_twh_y,pvout_level2_area_km2,pvout_level2_data_area_km2,pvout_level2_mean,pvout_level2_twh_per_mw_km2,pvout_level2_twh_y,assumed_mw_per_km2
2404,-86.098888,-176.346892,22780.723819,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
961,78.776300,-87.886533,19030.384407,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
862,67.974348,-178.759373,35563.245317,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
251,-16.727182,-179.898718,792.762607,26.346916,26.346916,3.784727,0.036396,1.091889,22.230661,22.230661,3.794453,0.030789,0.923668,30.000000
3150,80.403751,-89.626435,23689.733294,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
4234,-85.302699,168.185097,32141.930418,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
1227,-84.199603,178.275450,22887.252744,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
3220,-87.723151,-171.917578,12776.386488,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
2,-73.402583,-126.501873,10671.826968,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
3840,-86.424252,11.849737,17477.612516,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
1070,-89.319726,173.673527,1241.920515,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
3394,82.333627,-23.026698,12103.794990,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
4832,80.691154,-23.593440,21287.025258,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
1667,-85.426939,-115.836172,20938.234200,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
2747,-74.319385,-121.021562,16013.710786,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
259,-80.362798,-122.722621,42592.074092,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
777,-76.708022,-120.656382,22606.963730,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
