location_id,latitude,longitude,annual_demand_kwh
1965,-83.333335876464844,31.624961853027344,0
550,-81.367584228515625,24.834320068359375,0
227,-71.12823486328125,39.083957672119141,0
4300,-69.755516052246094,40.958774566650391,0
2887,-31.285619735717773,18.530872344970703,1509480192
2765,-29.480291366577148,19.181562423706055,1555215232
1871,-34.013198852539062,25.507570266723633,4705494528
126,-76.717033386230469,100.53488159179688,0
804,-80.330963134765625,100.51005554199219,0
2185,-78.492271423339844,105.02252960205078,0
1740,-78.443023681640625,93.320327758789062,0
4852,-79.068878173828125,99.080146789550781,0
3548,-76.3790283203125,93.885177612304688,0
2779,-83.740959167480469,97.527679443359375,0
4166,-82.2928466796875,97.621482849121094,0
2617,-78.112152099609375,82.630462646484375,0
4428,-68.880867004394531,87.141876220703125,0
526,-73.018234252929688,88.591499328613281,0
3050,-74.555091857910156,86.124198913574219,0
2317,-70.239265441894531,86.971656799316406,0
3638,-71.408721923828125,89.963165283203125,0
2154,-74.744674682617188,92.426773071289062,0
573,-68.435897827148438,83.388435363769531,0
4571,-71.818466186523438,85.871368408203125,0
3376,-72.910667419433594,82.574455261230469,0
2604,-81.320442199707031,75.751136779785156,0
2298,-80.486427307128906,53.015235900878906,0
2031,-76.540283203125,51.013919830322266,0
730,-43.824554443359375,171.44438171386719,8162450432
1860,-41.505882263183594,172.17787170410156,4872840704
